Plate,Plate ID,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Cell Type,Gene Symbol,Comment [Gene Comments],Gene Identifier,RefSeq Accession,RefSeq GI Number,Control Type,Duplex Number 1,Duplex Number 2,Duplex Number 3,Duplex Number 4,Reagent Design Gene Annotation Build,Analysis Gene Annotation Build,Comment [Image File Path]
MDA231_plate_99a,99a,F4,64,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TEAD1,,7003,NM_021961,148491099,,,D-012603-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_plate_99c,99c,F4,64,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TEAD1,,7003,NM_021961,148491099,,,D-012603-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99c
MDA231_plate_99a,99a,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TEAD1,,7003,NM_021961,148491099,,D-012603-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99a
MDA231_plate_99d,99d,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TEAD1,,7003,NM_021961,148491099,,D-012603-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99d
MDA231_plate_99c,99c,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TEAD1,,7003,NM_021961,148491099,,D-012603-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99c
MDA231_plate_99b,99b,C8,32,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TEAD1,,7003,NM_021961,148491099,,D-012603-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_99b
Hs578T_Val-0677c,0677c,G2,74,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEAD3,,7005,NM_003214,148277074,,D-012604-01,D-012604-02,D-012604-03,D-012604-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677a,0677a,G2,74,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEAD3,,7005,NM_003214,148277074,,D-012604-01,D-012604-02,D-012604-03,D-012604-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677d,0677d,G2,74,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEAD3,,7005,NM_003214,148277074,,D-012604-01,D-012604-02,D-012604-03,D-012604-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677c,0677c,E7,55,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,,,D-012604-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677d,0677d,E7,55,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,,,D-012604-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677a,0677a,E7,55,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,,,D-012604-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677b,0677b,E7,55,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,,,D-012604-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677b,0677b,G2,74,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEAD3,,7005,NM_003214,148277074,,D-012604-01,D-012604-02,D-012604-03,D-012604-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677b,0677b,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,D-012604-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677c,0677c,H7,91,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,,D-012604-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677b,0677b,H7,91,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,,D-012604-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677d,0677d,H7,91,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,,D-012604-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677a,0677a,H7,91,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,,D-012604-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677c,0677c,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,D-012604-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677b,0677b,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,D-012604-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677a,0677a,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,D-012604-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677d,0677d,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,D-012604-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677a,0677a,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,,D-012604-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677c,0677c,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,D-012604-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677d,0677d,C7,31,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEAD3,,7005,NM_003214,148277074,,D-012604-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677a,0677a,H11,95,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,,,D-008769-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677c,0677c,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEF,,7008,NM_003216,34486096,,D-008769-01,D-008769-02,D-008769-03,D-008769-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677a,0677a,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEF,,7008,NM_003216,34486096,,D-008769-01,D-008769-02,D-008769-03,D-008769-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677b,0677b,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEF,,7008,NM_003216,34486096,,D-008769-01,D-008769-02,D-008769-03,D-008769-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677d,0677d,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEF,,7008,NM_003216,34486096,,D-008769-01,D-008769-02,D-008769-03,D-008769-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677d,0677d,H11,95,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,,,D-008769-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677c,0677c,H11,95,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,,,D-008769-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677b,0677b,H11,95,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,,,D-008769-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677b,0677b,F11,71,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,,D-008769-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677c,0677c,F11,71,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,,D-008769-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677a,0677a,F11,71,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,,D-008769-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677d,0677d,F11,71,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,,D-008769-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677d,0677d,C2,26,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,D-008769-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677d,0677d,D8,44,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,D-008769-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677d
Hs578T_Val-0677b,0677b,D8,44,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,D-008769-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677c,0677c,D8,44,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,D-008769-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677b,0677b,C2,26,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,D-008769-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677b
Hs578T_Val-0677a,0677a,C2,26,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,D-008769-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-0677c,0677c,C2,26,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,,D-008769-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677c
Hs578T_Val-0677a,0677a,D8,44,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEF,,7008,NM_003216,34486096,,D-008769-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-0677a
Hs578T_Val-2457d,2457d,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,,,D-005386-06,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457d
Hs578T_Val-2457a,2457a,B7,19,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEX14,,56155,NM_031272,57863260,,D-005386-03,D-005386-04,D-005386-05,D-005386-06,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457a
Hs578T_Val-2457b,2457b,B7,19,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEX14,,56155,NM_031272,57863260,,D-005386-03,D-005386-04,D-005386-05,D-005386-06,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457b
Hs578T_Val-2457c,2457c,B7,19,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEX14,,56155,NM_031272,57863260,,D-005386-03,D-005386-04,D-005386-05,D-005386-06,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457c
Hs578T_Val-2457b,2457b,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,,,D-005386-06,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457b
Hs578T_Val-2457d,2457d,B7,19,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,TEX14,,56155,NM_031272,57863260,,D-005386-03,D-005386-04,D-005386-05,D-005386-06,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457d
Hs578T_Val-2457c,2457c,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,,,D-005386-06,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457c
Hs578T_Val-2457a,2457a,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,,,D-005386-06,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457a
Hs578T_Val-2457c,2457c,F9,69,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,,D-005386-05,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457c
Hs578T_Val-2457d,2457d,F9,69,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,,D-005386-05,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457d
Hs578T_Val-2457a,2457a,F9,69,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,,D-005386-05,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457a
Hs578T_Val-2457c,2457c,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,D-005386-03,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457c
Hs578T_Val-2457b,2457b,F9,69,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,,D-005386-05,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457b
Hs578T_Val-2457c,2457c,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,D-005386-04,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457c
Hs578T_Val-2457a,2457a,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,D-005386-04,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457a
Hs578T_Val-2457d,2457d,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,D-005386-04,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457d
Hs578T_Val-2457b,2457b,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,D-005386-03,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457b
Hs578T_Val-2457d,2457d,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,D-005386-03,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457d
Hs578T_Val-2457a,2457a,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,D-005386-03,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457a
Hs578T_Val-2457b,2457b,F10,70,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,TEX14,,56155,NM_031272,57863260,,,D-005386-04,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 2/Hs578T_Val-2457b
MDA231_plate_98d,98d,A7,7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,,,D-011793-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98d
MDA231_plate_98a,98a,A7,7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,,,D-011793-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98a
MDA231_plate_98b,98b,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,TIMP2,,7077,NM_003255,73858577,,D-011793-01,D-011793-02,D-011793-04,D-011793-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98b
MDA231_plate_98b,98b,A7,7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,,,D-011793-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98b
MDA231_plate_98d,98d,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,TIMP2,,7077,NM_003255,73858577,,D-011793-01,D-011793-02,D-011793-04,D-011793-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98d
MDA231_plate_98c,98c,A7,7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,,,D-011793-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98c
MDA231_plate_98c,98c,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,TIMP2,,7077,NM_003255,73858577,,D-011793-01,D-011793-02,D-011793-04,D-011793-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98c
MDA231_plate_98a,98a,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,TIMP2,,7077,NM_003255,73858577,,D-011793-01,D-011793-02,D-011793-04,D-011793-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98a
MDA231_plate_98c,98c,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,D-011793-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98c
MDA231_plate_98d,98d,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,D-011793-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98d
MDA231_plate_98c,98c,G6,78,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,,D-011793-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98c
MDA231_plate_98a,98a,G6,78,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,,D-011793-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98a
MDA231_plate_98d,98d,G6,78,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,,D-011793-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98d
MDA231_plate_98a,98a,F5,65,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,D-011793-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98a
MDA231_plate_98d,98d,F5,65,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,D-011793-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98d
MDA231_plate_98b,98b,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,D-011793-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98b
MDA231_plate_98b,98b,G6,78,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,,D-011793-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98b
MDA231_plate_98c,98c,F5,65,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,D-011793-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98c
MDA231_plate_98a,98a,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,,D-011793-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98a
MDA231_plate_98b,98b,F5,65,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TIMP2,,7077,NM_003255,73858577,,D-011793-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_98b
MDA231_plate_97c,97c,D9,45,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,TLR1,,7096,NM_003263,41350336,,D-008086-01,D-008086-03,D-008086-04,D-008086-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97c
MDA231_plate_97d,97d,D9,45,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,TLR1,,7096,NM_003263,41350336,,D-008086-01,D-008086-03,D-008086-04,D-008086-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97d
MDA231_plate_97a,97a,D9,45,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,TLR1,,7096,NM_003263,41350336,,D-008086-01,D-008086-03,D-008086-04,D-008086-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97a
MDA231_plate_97b,97b,A8,8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TLR1,,7096,NM_003263,41350336,,,,,D-008086-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97b
MDA231_plate_97b,97b,D9,45,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,TLR1,,7096,NM_003263,41350336,,D-008086-01,D-008086-03,D-008086-04,D-008086-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97b
MDA231_plate_97d,97d,A8,8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TLR1,,7096,NM_003263,41350336,,,,,D-008086-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97d
MDA231_plate_97a,97a,A8,8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TLR1,,7096,NM_003263,41350336,,,,,D-008086-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97a
MDA231_plate_97c,97c,A8,8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TLR1,,7096,NM_003263,41350336,,,,,D-008086-17,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97c
MDA231_plate_97b,97b,B7,19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,TLR1,,7096,NM_003263,41350336,,,,D-008086-04,,,,./Validation PKT screen MDA-MB-231/MDA231 hits validation set2/MDA231_plate_97b
